class,file,name
10,data/train/9cde75d8.jpg,w_98baff9
10,data/train/088cc3cc.jpg,w_98baff9
10,data/train/d029ff80.jpg,w_98baff9
10,data/train/697705f2.jpg,w_98baff9
10,data/train/54c9b3ed.jpg,w_98baff9
10,data/train/d86f3fec.jpg,w_98baff9
10,data/train/78c68f5a.jpg,w_98baff9
10,data/train/d1fc97c1.jpg,w_98baff9
11,data/train/8d765dfd.jpg,w_434ad6a
11,data/train/675f9894.jpg,w_434ad6a
11,data/train/f0ecdfc3.jpg,w_434ad6a
11,data/train/af69a29c.jpg,w_434ad6a
12,data/train/210c91fd.jpg,w_735ce7d
12,data/train/5c84c543.jpg,w_735ce7d
12,data/train/f1c2a103.jpg,w_735ce7d
13,data/train/67c185bc.jpg,w_143b201
13,data/train/4fa9e304.jpg,w_143b201
13,data/train/e5aab07f.jpg,w_143b201
13,data/train/81bd5469.jpg,w_143b201
14,data/train/48261810.jpg,w_2f6a962
14,data/train/3cfbccf6.jpg,w_2f6a962
14,data/train/cc085f10.jpg,w_2f6a962
14,data/train/4bd5bedb.jpg,w_2f6a962
15,data/train/9b335771.jpg,w_43b50e5
15,data/train/21ece251.jpg,w_43b50e5
15,data/train/1247e239.jpg,w_43b50e5
15,data/train/23c6cdab.jpg,w_43b50e5
16,data/train/ddaee4aa.jpg,w_fd1cb9d
16,data/train/8d5e209f.jpg,w_fd1cb9d
16,data/train/00467ae9.jpg,w_fd1cb9d
16,data/train/865f3da2.jpg,w_fd1cb9d
16,data/train/4e20a16e.jpg,w_fd1cb9d
16,data/train/2fdd14f7.jpg,w_fd1cb9d
16,data/train/7b387280.jpg,w_fd1cb9d
16,data/train/1c4f6efe.jpg,w_fd1cb9d
16,data/train/25577809.jpg,w_fd1cb9d
16,data/train/7b6a94b8.jpg,w_fd1cb9d
16,data/train/8a0c52c4.jpg,w_fd1cb9d
16,data/train/4f5dd72e.jpg,w_fd1cb9d
16,data/train/0496e682.jpg,w_fd1cb9d
16,data/train/85475f9f.jpg,w_fd1cb9d
16,data/train/5a54ab49.jpg,w_fd1cb9d
16,data/train/aba04a2d.jpg,w_fd1cb9d
16,data/train/22a9606a.jpg,w_fd1cb9d
17,data/train/41d00b14.jpg,w_dcb1f2a
17,data/train/2f899d4d.jpg,w_dcb1f2a
17,data/train/3ef20ba9.jpg,w_dcb1f2a
17,data/train/dcf16cff.jpg,w_dcb1f2a
17,data/train/c1bac2aa.jpg,w_dcb1f2a
17,data/train/1f52b245.jpg,w_dcb1f2a
18,data/train/3d9be1b4.jpg,w_cd88a48
18,data/train/4dbb3712.jpg,w_cd88a48
18,data/train/da7aeef9.jpg,w_cd88a48
18,data/train/cb8f5fc6.jpg,w_cd88a48
19,data/train/17e728c5.jpg,w_f18df18
19,data/train/11de8601.jpg,w_f18df18
19,data/train/a315b49b.jpg,w_f18df18
19,data/train/39bb43c9.jpg,w_f18df18
19,data/train/6df48636.jpg,w_f18df18
20,data/train/2201e4e0.jpg,w_c0d494d
20,data/train/58f43b50.jpg,w_c0d494d
20,data/train/112fab67.jpg,w_c0d494d
20,data/train/8bc84d47.jpg,w_c0d494d
20,data/train/72469a66.jpg,w_c0d494d
20,data/train/994546d3.jpg,w_c0d494d
20,data/train/56d59949.jpg,w_c0d494d
20,data/train/4dd4b4f1.jpg,w_c0d494d
20,data/train/160e0dcb.jpg,w_c0d494d
20,data/train/667848df.jpg,w_c0d494d
20,data/train/8f9800e7.jpg,w_c0d494d
20,data/train/c1b72bd5.jpg,w_c0d494d
20,data/train/11c80bf0.jpg,w_c0d494d
20,data/train/3cc95165.jpg,w_c0d494d
20,data/train/21db85f5.jpg,w_c0d494d
21,data/train/fc239c81.jpg,w_a22f338
21,data/train/10971b3f.jpg,w_a22f338
21,data/train/17c6f184.jpg,w_a22f338
21,data/train/e44c4211.jpg,w_a22f338
21,data/train/bfbdbda8.jpg,w_a22f338
22,data/train/be78a121.jpg,w_c27d036
22,data/train/705339d2.jpg,w_c27d036
22,data/train/a298fffa.jpg,w_c27d036
23,data/train/76a6a44c.jpg,w_3ae3603
23,data/train/4210085e.jpg,w_3ae3603
23,data/train/48871923.jpg,w_3ae3603
24,data/train/398b4166.jpg,w_d663f4f
24,data/train/aee5b8cf.jpg,w_d663f4f
24,data/train/de688f29.jpg,w_d663f4f
24,data/train/cc41db80.jpg,w_d663f4f
24,data/train/8baaa687.jpg,w_d663f4f
25,data/train/f3d5e3f6.jpg,w_5ba417d
25,data/train/1c35a699.jpg,w_5ba417d
25,data/train/f6327668.jpg,w_5ba417d
25,data/train/28af5611.jpg,w_5ba417d
25,data/train/25c9e881.jpg,w_5ba417d
26,data/train/2c2a91c0.jpg,w_1a229eb
26,data/train/06d7be52.jpg,w_1a229eb
26,data/train/34cda315.jpg,w_1a229eb
26,data/train/6f591a74.jpg,w_1a229eb
27,data/train/a0d554b2.jpg,w_d5ec83f
27,data/train/d989cced.jpg,w_d5ec83f
27,data/train/0fbc91d1.jpg,w_d5ec83f
27,data/train/dd5ec680.jpg,w_d5ec83f
27,data/train/72568fac.jpg,w_d5ec83f
28,data/train/53c207cf.jpg,w_94cd45e
28,data/train/0dd0edf4.jpg,w_94cd45e
28,data/train/d609c7a2.jpg,w_94cd45e
28,data/train/8cd71ca5.jpg,w_94cd45e
28,data/train/f44ffb82.jpg,w_94cd45e
28,data/train/511d1b7d.jpg,w_94cd45e
29,data/train/80ecb822.jpg,w_8ecd3a7
29,data/train/49335c24.jpg,w_8ecd3a7
29,data/train/b7e032c9.jpg,w_8ecd3a7
29,data/train/fa617666.jpg,w_8ecd3a7
30,data/train/8a3fb9df.jpg,w_bc9dc37
30,data/train/c8977b07.jpg,w_bc9dc37
30,data/train/5197a9e0.jpg,w_bc9dc37
31,data/train/c3f46dff.jpg,w_1a70685
31,data/train/72ef4e0f.jpg,w_1a70685
31,data/train/933be6ce.jpg,w_1a70685
31,data/train/20c0159d.jpg,w_1a70685
31,data/train/a659155d.jpg,w_1a70685
31,data/train/2f67d035.jpg,w_1a70685
31,data/train/06ab0bdc.jpg,w_1a70685
32,data/train/5e7cdee9.jpg,w_cf00b01
32,data/train/6d37a125.jpg,w_cf00b01
32,data/train/084a3e34.jpg,w_cf00b01
32,data/train/83feda91.jpg,w_cf00b01
33,data/train/55dca6a9.jpg,w_67de30b
33,data/train/938e8146.jpg,w_67de30b
33,data/train/9d6aba0d.jpg,w_67de30b
33,data/train/9046f572.jpg,w_67de30b
33,data/train/01ed89f6.jpg,w_67de30b
33,data/train/56687e48.jpg,w_67de30b
33,data/train/b75616f1.jpg,w_67de30b
33,data/train/1e0d9e64.jpg,w_67de30b
33,data/train/0504e8f8.jpg,w_67de30b
33,data/train/c90271ce.jpg,w_67de30b
33,data/train/a69ada0d.jpg,w_67de30b
34,data/train/aa9b6a94.jpg,w_57c8da9
34,data/train/a1ac3c87.jpg,w_57c8da9
34,data/train/f060966d.jpg,w_57c8da9
34,data/train/6bcf91e5.jpg,w_57c8da9
35,data/train/917f8329.jpg,w_3d0bc7a
35,data/train/19e0037d.jpg,w_3d0bc7a
35,data/train/dafed735.jpg,w_3d0bc7a
35,data/train/f3151a32.jpg,w_3d0bc7a
35,data/train/0035632e.jpg,w_3d0bc7a
35,data/train/5d055a11.jpg,w_3d0bc7a
35,data/train/03c696a6.jpg,w_3d0bc7a
35,data/train/0d45d434.jpg,w_3d0bc7a
35,data/train/0dacddec.jpg,w_3d0bc7a
36,data/train/30b17ff4.jpg,w_b0e05b1
36,data/train/83a041b8.jpg,w_b0e05b1
36,data/train/e7a69c20.jpg,w_b0e05b1
36,data/train/f1730cef.jpg,w_b0e05b1
36,data/train/4ba86da0.jpg,w_b0e05b1
36,data/train/6c2cfb84.jpg,w_b0e05b1
36,data/train/44eb9b89.jpg,w_b0e05b1
36,data/train/7f79121f.jpg,w_b0e05b1
36,data/train/5358e69d.jpg,w_b0e05b1
36,data/train/495bee16.jpg,w_b0e05b1
36,data/train/9f163303.jpg,w_b0e05b1
36,data/train/51e74294.jpg,w_b0e05b1
37,data/train/08b4e3a7.jpg,w_b074cdf
37,data/train/9a9e1ef5.jpg,w_b074cdf
37,data/train/ad019a08.jpg,w_b074cdf
37,data/train/0c589ccc.jpg,w_b074cdf
37,data/train/427ecca7.jpg,w_b074cdf
37,data/train/6735d573.jpg,w_b074cdf
37,data/train/02453c9f.jpg,w_b074cdf
37,data/train/21dbd961.jpg,w_b074cdf
37,data/train/a9f2532a.jpg,w_b074cdf
37,data/train/cb306dae.jpg,w_b074cdf
38,data/train/ef7cf814.jpg,w_17e8554
38,data/train/9c855d38.jpg,w_17e8554
38,data/train/c47f6c0b.jpg,w_17e8554
38,data/train/6ee9e357.jpg,w_17e8554
39,data/train/deacd680.jpg,w_93bf889
39,data/train/91a135b5.jpg,w_93bf889
39,data/train/ba8cd404.jpg,w_93bf889
39,data/train/983837e4.jpg,w_93bf889
39,data/train/02608d7a.jpg,w_93bf889
40,data/train/32fce9b5.jpg,w_11adaae
40,data/train/7224bdff.jpg,w_11adaae
40,data/train/c749b2a5.jpg,w_11adaae
40,data/train/b17a50b1.jpg,w_11adaae
40,data/train/3173ae78.jpg,w_11adaae
40,data/train/5d6e4cca.jpg,w_11adaae
41,data/train/0545526f.jpg,w_da63cba
41,data/train/f5d404ef.jpg,w_da63cba
41,data/train/e29a39c9.jpg,w_da63cba
41,data/train/500fa998.jpg,w_da63cba
41,data/train/7e22aca7.jpg,w_da63cba
42,data/train/624e1743.jpg,w_c1b685f
42,data/train/5e58b177.jpg,w_c1b685f
42,data/train/93b77109.jpg,w_c1b685f
42,data/train/7bf542aa.jpg,w_c1b685f
43,data/train/2aa825f9.jpg,w_a524549
43,data/train/6238a98d.jpg,w_a524549
43,data/train/35e83b9b.jpg,w_a524549
43,data/train/2e503fbf.jpg,w_a524549
44,data/train/71afa981.jpg,w_813c5be
44,data/train/4ff2c7cb.jpg,w_813c5be
44,data/train/c6cef315.jpg,w_813c5be
44,data/train/d643407d.jpg,w_813c5be
44,data/train/1933ff4e.jpg,w_813c5be
44,data/train/45920750.jpg,w_813c5be
44,data/train/7e7e7aa7.jpg,w_813c5be
45,data/train/787d8ea7.jpg,w_4e68ddc
45,data/train/6589835f.jpg,w_4e68ddc
45,data/train/018f26da.jpg,w_4e68ddc
45,data/train/46aaf056.jpg,w_4e68ddc
45,data/train/b31b4c6b.jpg,w_4e68ddc
46,data/train/14992967.jpg,w_f4e0748
46,data/train/78b5a23a.jpg,w_f4e0748
46,data/train/0e267188.jpg,w_f4e0748
46,data/train/7471f867.jpg,w_f4e0748
47,data/train/26e2ff2f.jpg,w_3a9ee71
47,data/train/876b9ab7.jpg,w_3a9ee71
47,data/train/92518d0c.jpg,w_3a9ee71
48,data/train/12f8d38a.jpg,w_e62a48d
48,data/train/37cb14cb.jpg,w_e62a48d
48,data/train/7176a249.jpg,w_e62a48d
48,data/train/acf725fd.jpg,w_e62a48d
49,data/train/c4640d6f.jpg,w_147b62b
49,data/train/f063a55b.jpg,w_147b62b
49,data/train/7cdc08aa.jpg,w_147b62b
49,data/train/e066c182.jpg,w_147b62b
50,data/train/46b5d2dd.jpg,w_8db45b7
50,data/train/4f04dff8.jpg,w_8db45b7
50,data/train/72cd00be.jpg,w_8db45b7
50,data/train/3e50fc50.jpg,w_8db45b7
51,data/train/3dea633f.jpg,w_853c1f7
51,data/train/2719fc33.jpg,w_853c1f7
51,data/train/bad83ce8.jpg,w_853c1f7
51,data/train/8eaafd3a.jpg,w_853c1f7
52,data/train/3a75f57a.jpg,w_f81c626
52,data/train/b8e8d9a3.jpg,w_f81c626
52,data/train/d6761808.jpg,w_f81c626
52,data/train/14a8d87a.jpg,w_f81c626
52,data/train/bc32263b.jpg,w_f81c626
52,data/train/34832b8b.jpg,w_f81c626
53,data/train/51f6b1b1.jpg,w_d382236
53,data/train/43577066.jpg,w_d382236
53,data/train/efcf3af9.jpg,w_d382236
53,data/train/a946daad.jpg,w_d382236
53,data/train/f16597f6.jpg,w_d382236
53,data/train/83c74909.jpg,w_d382236
54,data/train/83a5d474.jpg,w_ddbf533
54,data/train/b2901002.jpg,w_ddbf533
54,data/train/9eff28cf.jpg,w_ddbf533
55,data/train/8b45f35d.jpg,w_abe383e
55,data/train/cac20f95.jpg,w_abe383e
55,data/train/984ab8c6.jpg,w_abe383e
55,data/train/c018a6ac.jpg,w_abe383e
55,data/train/95c0cfd8.jpg,w_abe383e
55,data/train/a596311e.jpg,w_abe383e
55,data/train/53579373.jpg,w_abe383e
55,data/train/bd420c2b.jpg,w_abe383e
56,data/train/f4d3624e.jpg,w_96fd936
56,data/train/4604d07b.jpg,w_96fd936
56,data/train/1ffbcbc8.jpg,w_96fd936
56,data/train/c0fe33a3.jpg,w_96fd936
57,data/train/6132b7b6.jpg,w_8c1e2e4
57,data/train/51205ad0.jpg,w_8c1e2e4
57,data/train/32d9e0da.jpg,w_8c1e2e4
57,data/train/a1f417a0.jpg,w_8c1e2e4
57,data/train/20e01275.jpg,w_8c1e2e4
57,data/train/548fa323.jpg,w_8c1e2e4
57,data/train/872fcbba.jpg,w_8c1e2e4
58,data/train/ae67b7f2.jpg,w_6202983
58,data/train/9bdc7d52.jpg,w_6202983
58,data/train/02a12b73.jpg,w_6202983
58,data/train/742034ab.jpg,w_6202983
58,data/train/637683b5.jpg,w_6202983
58,data/train/90b251c3.jpg,w_6202983
58,data/train/14da8bcd.jpg,w_6202983
58,data/train/1974ae44.jpg,w_6202983
58,data/train/70577256.jpg,w_6202983
58,data/train/f0a33ade.jpg,w_6202983
59,data/train/ce1c7ab1.jpg,w_8bde95b
59,data/train/d0a0813d.jpg,w_8bde95b
59,data/train/3f7b67ac.jpg,w_8bde95b
60,data/train/5d7102b4.jpg,w_41ed8e8
60,data/train/2c1df05d.jpg,w_41ed8e8
60,data/train/5d36d78b.jpg,w_41ed8e8
60,data/train/7236c1f6.jpg,w_41ed8e8
60,data/train/f4e6dda2.jpg,w_41ed8e8
61,data/train/a788ed25.jpg,w_db2baec
61,data/train/144dfae0.jpg,w_db2baec
61,data/train/8e6f17a3.jpg,w_db2baec
61,data/train/549e1c12.jpg,w_db2baec
61,data/train/ed7af2b5.jpg,w_db2baec
61,data/train/29606b33.jpg,w_db2baec
62,data/train/9c318792.jpg,w_1489751
62,data/train/f790ab91.jpg,w_1489751
62,data/train/6c3acbcc.jpg,w_1489751
62,data/train/0868ded1.jpg,w_1489751
62,data/train/a8dc3377.jpg,w_1489751
62,data/train/6d09c20c.jpg,w_1489751
63,data/train/dbb5875a.jpg,w_8e451d9
63,data/train/4e37d286.jpg,w_8e451d9
63,data/train/2f540242.jpg,w_8e451d9
63,data/train/ee31d05e.jpg,w_8e451d9
64,data/train/811b4d67.jpg,w_12f2352
64,data/train/7b87707a.jpg,w_12f2352
64,data/train/b710fd40.jpg,w_12f2352
65,data/train/e7a9b237.jpg,w_932c8cd
65,data/train/34f70512.jpg,w_932c8cd
65,data/train/fc8e2b9f.jpg,w_932c8cd
66,data/train/374aaece.jpg,w_0771d4b
66,data/train/22bd7581.jpg,w_0771d4b
66,data/train/c35748a7.jpg,w_0771d4b
66,data/train/f88f2d8d.jpg,w_0771d4b
67,data/train/bc9a50f2.jpg,w_0408054
67,data/train/c800410d.jpg,w_0408054
67,data/train/cab0ff28.jpg,w_0408054
68,data/train/3e69d7da.jpg,w_2863d51
68,data/train/f08d46f5.jpg,w_2863d51
68,data/train/2767386a.jpg,w_2863d51
68,data/train/00389cd7.jpg,w_2863d51
69,data/train/520f326a.jpg,w_95b6cc3
69,data/train/13611581.jpg,w_95b6cc3
69,data/train/c6535252.jpg,w_95b6cc3
69,data/train/7857a4c7.jpg,w_95b6cc3
70,data/train/cf4b2c87.jpg,w_3172910
70,data/train/b0550902.jpg,w_3172910
70,data/train/e545a912.jpg,w_3172910
70,data/train/823ee7ee.jpg,w_3172910
71,data/train/66eb3773.jpg,w_5010531
71,data/train/3522320f.jpg,w_5010531
71,data/train/5c9a7056.jpg,w_5010531
71,data/train/15b876d6.jpg,w_5010531
72,data/train/196d9d20.jpg,w_861cc1c
72,data/train/4cd73c04.jpg,w_861cc1c
72,data/train/1153b2ee.jpg,w_861cc1c
72,data/train/cc2ea3f1.jpg,w_861cc1c
72,data/train/615cf3af.jpg,w_861cc1c
72,data/train/9dbc01ee.jpg,w_861cc1c
72,data/train/b802b550.jpg,w_861cc1c
73,data/train/93613295.jpg,w_e61dd6d
73,data/train/cf447b12.jpg,w_e61dd6d
73,data/train/38464f93.jpg,w_e61dd6d
73,data/train/487f8abe.jpg,w_e61dd6d
73,data/train/207d12ff.jpg,w_e61dd6d
74,data/train/3fb0d64d.jpg,w_c30959a
74,data/train/37bc38b7.jpg,w_c30959a
74,data/train/d7f9a835.jpg,w_c30959a
74,data/train/c0260cfe.jpg,w_c30959a
74,data/train/30b0c9f7.jpg,w_c30959a
75,data/train/ec391cfa.jpg,w_516bedb
75,data/train/2e8b0594.jpg,w_516bedb
75,data/train/57abe70e.jpg,w_516bedb
76,data/train/a4cecff0.jpg,w_1c69443
76,data/train/43dfd923.jpg,w_1c69443
76,data/train/e86e3b6b.jpg,w_1c69443
76,data/train/1d869cfe.jpg,w_1c69443
77,data/train/d9908eed.jpg,w_338b130
77,data/train/1efa630a.jpg,w_338b130
77,data/train/3f5efcb8.jpg,w_338b130
78,data/train/1192075e.jpg,w_5436d75
78,data/train/7310c41a.jpg,w_5436d75
78,data/train/1a1d88c7.jpg,w_5436d75
79,data/train/fbd1322d.jpg,w_b6689cc
79,data/train/d6c1125a.jpg,w_b6689cc
79,data/train/d93357ee.jpg,w_b6689cc
79,data/train/55683fb9.jpg,w_b6689cc
79,data/train/11c6a61b.jpg,w_b6689cc
80,data/train/7803fa86.jpg,w_5f82501
80,data/train/3df0eea0.jpg,w_5f82501
80,data/train/b5bbe26a.jpg,w_5f82501
81,data/train/c0d2147f.jpg,w_79b42cd
81,data/train/50228e30.jpg,w_79b42cd
81,data/train/005c57e7.jpg,w_79b42cd
82,data/train/de67f3ab.jpg,w_4e52a49
82,data/train/cad01d6f.jpg,w_4e52a49
82,data/train/135ce2b2.jpg,w_4e52a49
82,data/train/475b2bd2.jpg,w_4e52a49
82,data/train/b141f1c1.jpg,w_4e52a49
82,data/train/ea24b89e.jpg,w_4e52a49
82,data/train/7fce2c3f.jpg,w_4e52a49
82,data/train/07a49e8f.jpg,w_4e52a49
82,data/train/a28721d2.jpg,w_4e52a49
82,data/train/c56231dc.jpg,w_4e52a49
82,data/train/9ea2284f.jpg,w_4e52a49
82,data/train/ff0d2705.jpg,w_4e52a49
83,data/train/d8eb38fe.jpg,w_b678944
83,data/train/72e74903.jpg,w_b678944
83,data/train/a6b00d23.jpg,w_b678944
83,data/train/24f6e6c4.jpg,w_b678944
83,data/train/cf1b288e.jpg,w_b678944
83,data/train/e30bd230.jpg,w_b678944
83,data/train/77f079aa.jpg,w_b678944
83,data/train/3165dbbe.jpg,w_b678944
83,data/train/12ed4d0a.jpg,w_b678944
84,data/train/02a783c8.jpg,w_2a939eb
84,data/train/dc8d5725.jpg,w_2a939eb
84,data/train/6a179092.jpg,w_2a939eb
84,data/train/be41e022.jpg,w_2a939eb
84,data/train/3702efff.jpg,w_2a939eb
84,data/train/feb9ded0.jpg,w_2a939eb
85,data/train/9fa7003e.jpg,w_d9aab0a
85,data/train/ca8356b9.jpg,w_d9aab0a
85,data/train/5eab4453.jpg,w_d9aab0a
85,data/train/2c2a4d81.jpg,w_d9aab0a
85,data/train/23f9ba33.jpg,w_d9aab0a
85,data/train/129c160e.jpg,w_d9aab0a
86,data/train/e0fbe565.jpg,w_bbf20b4
86,data/train/d8e556b5.jpg,w_bbf20b4
86,data/train/1d586b2b.jpg,w_bbf20b4
87,data/train/9231376e.jpg,w_cb7b682
87,data/train/42827019.jpg,w_cb7b682
87,data/train/2b508898.jpg,w_cb7b682
87,data/train/c66d11ed.jpg,w_cb7b682
88,data/train/2c770a16.jpg,w_e54feba
88,data/train/c7b7a407.jpg,w_e54feba
88,data/train/97b66e98.jpg,w_e54feba
88,data/train/a56e284c.jpg,w_e54feba
88,data/train/dbece6c1.jpg,w_e54feba
88,data/train/d716822d.jpg,w_e54feba
89,data/train/103529b2.jpg,w_1a5e7a2
89,data/train/56b7d8a9.jpg,w_1a5e7a2
89,data/train/7668456a.jpg,w_1a5e7a2
89,data/train/e127d040.jpg,w_1a5e7a2
89,data/train/f56e9692.jpg,w_1a5e7a2
90,data/train/b63dabd3.jpg,w_656afeb
90,data/train/a7dec0d7.jpg,w_656afeb
90,data/train/0317dee0.jpg,w_656afeb
90,data/train/6c0ac3c5.jpg,w_656afeb
90,data/train/5fe11dcd.jpg,w_656afeb
90,data/train/01f17a15.jpg,w_656afeb
90,data/train/42d0ab1b.jpg,w_656afeb
90,data/train/9659141c.jpg,w_656afeb
91,data/train/93240258.jpg,w_53951e6
91,data/train/101fb476.jpg,w_53951e6
91,data/train/81c98174.jpg,w_53951e6
92,data/train/092ddfd3.jpg,w_0b04c08
92,data/train/fb2ccd75.jpg,w_0b04c08
92,data/train/2cc4e686.jpg,w_0b04c08
93,data/train/4891188d.jpg,w_0f96780
93,data/train/f3840c08.jpg,w_0f96780
93,data/train/6a5ddf81.jpg,w_0f96780
94,data/train/18a72e92.jpg,w_2d99a0c
94,data/train/241ad6d0.jpg,w_2d99a0c
94,data/train/685c3732.jpg,w_2d99a0c
94,data/train/b29474aa.jpg,w_2d99a0c
94,data/train/b5c23b76.jpg,w_2d99a0c
94,data/train/b7e056f2.jpg,w_2d99a0c
94,data/train/ff4bb3a4.jpg,w_2d99a0c
94,data/train/24c2797b.jpg,w_2d99a0c
94,data/train/b12adb8d.jpg,w_2d99a0c
94,data/train/444c97c7.jpg,w_2d99a0c
94,data/train/765a1b20.jpg,w_2d99a0c
94,data/train/923f0050.jpg,w_2d99a0c
95,data/train/a66f85c4.jpg,w_f86488a
95,data/train/e1eebae1.jpg,w_f86488a
95,data/train/f3e39b20.jpg,w_f86488a
95,data/train/f7046e6e.jpg,w_f86488a
96,data/train/a55b7c35.jpg,w_89d9c03
96,data/train/157956c7.jpg,w_89d9c03
96,data/train/7d7c4a84.jpg,w_89d9c03
97,data/train/54ed8a83.jpg,w_8d46cef
97,data/train/cbe54f65.jpg,w_8d46cef
97,data/train/2fb36a00.jpg,w_8d46cef
97,data/train/e5e6a89a.jpg,w_8d46cef
97,data/train/847bdaf9.jpg,w_8d46cef
98,data/train/9a5c2cfd.jpg,w_d2be6cc
98,data/train/9cfd9d9e.jpg,w_d2be6cc
98,data/train/140bf7f2.jpg,w_d2be6cc
98,data/train/95850980.jpg,w_d2be6cc
99,data/train/e58b452b.jpg,w_33973bf
99,data/train/810ca051.jpg,w_33973bf
99,data/train/1d22d565.jpg,w_33973bf
100,data/train/06e8a669.jpg,w_d1bbde9
100,data/train/7ecb206c.jpg,w_d1bbde9
100,data/train/c4991496.jpg,w_d1bbde9
100,data/train/838a75d5.jpg,w_d1bbde9
101,data/train/216bf1fd.jpg,w_3694c7d
101,data/train/4d1a3baf.jpg,w_3694c7d
101,data/train/f75c5abe.jpg,w_3694c7d
101,data/train/9ecae10d.jpg,w_3694c7d
102,data/train/43e89f36.jpg,w_d19a884
102,data/train/30cb064a.jpg,w_d19a884
102,data/train/d7cb0821.jpg,w_d19a884
102,data/train/c2925409.jpg,w_d19a884
102,data/train/756e12d0.jpg,w_d19a884
103,data/train/1288c6eb.jpg,w_654a5bb
103,data/train/396831f2.jpg,w_654a5bb
103,data/train/a21c2e72.jpg,w_654a5bb
103,data/train/f1b728f9.jpg,w_654a5bb
103,data/train/d8daa456.jpg,w_654a5bb
103,data/train/07a2d97d.jpg,w_654a5bb
103,data/train/52e77268.jpg,w_654a5bb
103,data/train/346f16c9.jpg,w_654a5bb
103,data/train/9c055a72.jpg,w_654a5bb
104,data/train/025c0ecb.jpg,w_4fd48e7
104,data/train/7a99c7df.jpg,w_4fd48e7
104,data/train/d60832ab.jpg,w_4fd48e7
104,data/train/37ba390e.jpg,w_4fd48e7
104,data/train/a176d744.jpg,w_4fd48e7
104,data/train/5244c139.jpg,w_4fd48e7
104,data/train/df21a6b8.jpg,w_4fd48e7
105,data/train/b61e3c9a.jpg,w_ea2385d
105,data/train/c29996d3.jpg,w_ea2385d
105,data/train/6e3e6631.jpg,w_ea2385d
106,data/train/30700f5c.jpg,w_cce912e
106,data/train/53942b0b.jpg,w_cce912e
106,data/train/8e706dbc.jpg,w_cce912e
